ClaimNo,TransactionDate,Action,CaseReserve,Payment
1675,2004-03-05,INT40,0,0
1675,2004-05-04,INT70,0,0
1675,2004-06-12,INT90,0,0
1675,2004-06-30,RES,0,0
1675,2004-07-02,PMT,-5263.242897,5263.242897
1676,2004-01-05,RPT,3850.51169,0
1676,2004-06-30,RES,0,0
1676,2005-04-25,INT40,0,0
1676,2005-06-30,RES,0,0
1676,2006-04-18,INT70,0,0
1676,2006-06-30,RES,0,0
1676,2006-12-12,INT90,0,0
1676,2007-04-10,PMT,-3850.51169,3850.51169
1677,2004-03-24,RPT,11021.63426,0
1677,2004-03-28,PMT,-10139.62421,10139.62421
1677,2004-05-29,INT40,0,0
1677,2004-06-30,RES,0,0
1677,2004-07-18,INT70,0,0
1677,2004-08-20,INT90,0,0
1677,2004-09-05,PMT,-882.0100469,882.0100469
1678,2004-06-17,RPT,1197.14097,0
1678,2004-06-23,INT40,0,0
1678,2004-06-28,INT70,0,0
1678,2004-06-30,RES,0,0
1678,2004-07-01,INT90,0,0
1678,2004-07-02,PMT,-1197.14097,1197.14097
1679,2003-12-03,RPT,8989.957953,0
1679,2004-06-30,RES,0,0
1679,2004-12-15,PMT,-1016.162409,1016.162409
1679,2005-06-30,RES,0,0
1679,2005-08-11,INT40,0,0
1679,2005-08-26,PMT,-4607.01995,4607.01995
1679,2006-06-30,RES,0,0
1679,2006-11-17,INT70,0,0
1679,2007-06-30,RES,0,0
1679,2007-09-22,INT90,0,0
1679,2008-02-23,PMT,-3366.775595,3366.775595
1680,2004-01-08,RPT,4067.077276,0
1680,2004-06-30,RES,0,0
1680,2005-06-30,RES,0,0
1680,2006-06-30,RES,0,0
1680,2007-01-30,INT40,0,0
1680,2007-06-30,RES,0,0
1680,2008-06-30,RES,0,0
1680,2008-07-13,PMT,-1168.493922,1168.493922
1680,2009-05-17,INT70,0,0
1680,2009-06-30,RES,0,0
1680,2009-07-17,PMT,-608.1210292,608.1210292
1680,2010-03-01,PMT,-964.9808005,964.9808005
1680,2010-06-30,RES,0,0
1680,2010-11-27,INT90,0,0
1680,2011-06-30,RES,0,0
1680,2011-09-02,PMT,-1325.481524,1325.481524
1681,2003-11-10,RPT,2236.287304,0
1681,2004-03-27,INT40,0,0
1681,2004-06-30,RES,0,0
1681,2004-07-08,INT70,0,0
1681,2004-08-18,PMT,-539.4675612,539.4675612
1681,2004-09-15,INT90,0,0
1681,2004-10-19,PMT,-1696.819743,1696.819743
1682,2003-12-21,RPT,1008.360671,0
1682,2004-03-15,INT40,0,0
1682,2004-05-18,INT70,0,0
1682,2004-06-30,INT90,0,0
1682,2004-07-20,PMT,-1008.360671,1008.360671
1683,2004-02-17,RPT,22102.75644,0
1683,2004-06-30,RES,0,0
1683,2005-06-30,RES,0,0
1683,2005-08-09,INT40,0,0
1683,2005-09-24,PMT,-12239.55717,12239.55717
1683,2006-06-30,RES,0,0
1683,2006-09-18,INT70,0,0
1683,2007-06-15,INT90,0,0
1683,2007-06-30,RES,0,0
1683,2007-10-27,PMT,-9863.19927,9863.19927
1684,2004-01-15,RPT,3154.729259,0
1684,2004-06-30,RES,0,0
1684,2005-03-15,INT40,0,0
1684,2005-06-30,RES,0,0
1684,2006-01-28,INT70,0,0
1684,2006-06-30,RES,0,0
1684,2006-08-29,INT90,0,0
1684,2006-10-21,PMT,-1321.988129,1321.988129
1684,2006-12-13,PMT,-1832.74113,1832.74113
1685,2004-11-07,RPT,9737.345622,0
1685,2004-12-16,INT40,0,0
1685,2005-01-15,INT70,0,0
1685,2005-02-03,INT90,0,0
1685,2005-02-12,PMT,-9737.345622,9737.345622
1686,2004-01-01,RPT,1377.112732,0
1686,2004-06-30,RES,0,0
1686,2005-06-30,RES,0,0
1686,2005-11-04,INT40,0,0
1686,2006-06-30,RES,0,0
1686,2007-03-23,INT70,0,0
1686,2007-06-30,RES,0,0
1686,2008-02-23,INT90,0,0
1686,2008-06-30,RES,0,0
1686,2008-08-08,PMT,-1377.112732,1377.112732
1687,2003-12-26,RPT,3358.14427,0
1687,2004-06-30,RES,0,0
1687,2004-12-03,INT40,0,0
1687,2005-06-30,RES,0,0
1687,2005-08-17,INT70,0,0
1687,2006-02-04,INT90,0,0
1687,2006-05-01,PMT,-3358.14427,3358.14427
1688,2004-03-09,RPT,4860.71852,0
1688,2004-06-30,RES,0,0
1688,2005-03-12,PMT,-4335.872148,4335.872148
1688,2005-04-03,INT40,0,0
1688,2005-06-30,RES,0,0
1688,2006-01-20,INT70,0,0
1688,2006-06-30,RES,0,0
1688,2006-08-03,INT90,0,0
1688,2006-11-08,PMT,-524.8463726,524.8463726
1689,2004-02-11,RPT,978.9241371,0
1689,2004-05-24,INT40,0,0
1689,2004-06-30,RES,0,0
1689,2004-08-09,INT70,0,0
1689,2004-09-29,INT90,0,0
1689,2004-10-24,PMT,-978.9241371,978.9241371
1690,2004-03-04,RPT,9299.429817,0
1690,2004-06-30,RES,0,0
1690,2005-06-30,RES,0,0
1690,2006-06-30,RES,0,0
1690,2007-06-30,RES,0,0
1690,2008-06-30,RES,0,0
1690,2009-06-30,RES,0,0
1690,2009-08-03,INT40,0,0
1690,2010-06-30,RES,0,0
1690,2011-06-30,RES,0,0
1690,2012-06-30,RES,0,0
1690,2013-06-30,RES,0,0
1690,2013-08-26,INT70,0,0
1690,2014-06-30,RES,0,0
1690,2015-02-04,PMT,-727.8429021,727.8429021
1690,2015-06-30,RES,0,0
1690,2016-05-11,INT90,0,0
1690,2016-06-30,RES,0,0
1690,2017-06-30,RES,0,0
1690,2017-09-17,PMT,-8571.586914,8571.586914
1691,2004-07-01,RPT,19639.34018,0
1691,2005-06-30,RES,0,0
1691,2006-06-30,RES,0,0
1691,2007-06-30,RES,0,0
1691,2008-06-30,RES,0,0
1691,2008-09-19,INT40,0,0
1691,2009-05-21,PMT,-2245.461592,2245.461592
1691,2009-06-30,RES,0,0
1691,2010-02-17,PMT,-3330.210803,3330.210803
1691,2010-06-30,RES,0,0
1691,2011-04-04,PMT,-1403.281898,1403.281898
1691,2011-06-30,RES,0,0
1691,2011-11-17,PMT,-5020.883706,5020.883706
1691,2011-11-19,INT70,0,0
1691,2012-06-30,RES,0,0
1691,2013-06-30,RES,0,0
1691,2013-12-29,INT90,0,0
1691,2014-06-30,RES,0,0
1691,2014-09-05,PMT,-4628.747369,4628.747369
1691,2015-01-18,PMT,-3010.754811,3010.754811
1692,2004-02-14,RPT,6101.531274,0
1692,2004-06-30,RES,0,0
1692,2004-08-04,PMT,-1585.529878,1585.529878
1692,2005-06-30,RES,0,0
1692,2005-10-19,INT40,0,0
1692,2006-06-30,RES,0,0
1692,2007-01-21,INT70,0,0
1692,2007-06-30,RES,0,0
1692,2007-11-24,INT90,0,0
1692,2008-04-24,PMT,-4516.001396,4516.001396
1693,2004-03-29,RPT,10671.47343,0
1693,2004-05-18,PMT,-701.061488,701.061488
1693,2004-06-30,RES,0,0
1693,2005-06-06,INT40,0,0
1693,2005-06-30,RES,0,0
1693,2005-07-21,PMT,-3648.729639,3648.729639
1693,2006-01-01,PMT,-4639.671891,4639.671891
1693,2006-04-28,INT70,0,0
1693,2006-06-30,RES,0,0
1693,2006-12-01,INT90,0,0
1693,2007-03-19,PMT,-1682.010411,1682.010411
1694,2004-01-30,RPT,9928.70203,0
1694,2004-06-30,RES,0,0
1694,2004-09-01,INT40,0,0
1694,2005-02-09,INT70,0,0
1694,2005-05-28,INT90,0,0
1694,2005-06-30,RES,0,0
1694,2005-07-20,PMT,-9928.70203,9928.70203
1695,2004-03-07,RPT,6283.300135,0
1695,2004-06-30,RES,0,0
1695,2005-04-18,PMT,-2926.569423,2926.569423
1695,2005-06-15,INT40,0,0
1695,2005-06-30,RES,0,0
1695,2006-05-30,INT70,0,0
1695,2006-06-30,RES,0,0
1695,2007-01-17,INT90,0,0
1695,2007-05-08,PMT,-652.506525,652.506525
1695,2007-05-13,PMT,-2704.224186,2704.224186
1696,2004-08-31,RPT,664.5224267,0
1696,2005-06-30,RES,0,0
1696,2006-06-30,RES,0,0
1696,2006-11-01,INT40,0,0
1696,2007-06-30,RES,0,0
1696,2008-06-16,INT70,0,0
1696,2008-06-30,RES,0,0
1696,2009-06-30,RES,0,0
1696,2009-07-17,INT90,0,0
1696,2010-01-30,PMT,-664.5224267,664.5224267
1697,2004-02-03,RPT,11375.21462,0
1697,2004-06-30,RES,0,0
1697,2005-06-30,RES,0,0
1697,2006-06-30,RES,0,0
1697,2007-05-31,INT40,0,0
1697,2007-06-30,RES,0,0
1697,2008-06-30,RES,0,0
1697,2008-08-18,PMT,-4472.107342,4472.107342
1697,2009-06-30,RES,0,0
1697,2009-11-26,INT70,0,0
1697,2010-06-30,RES,0,0
1697,2011-06-30,RES,0,0
1697,2011-07-26,INT90,0,0
1697,2012-02-25,PMT,-1655.377663,1655.377663
1697,2012-05-23,PMT,-5247.729618,5247.729618
1698,2004-03-15,RPT,505.1142922,0
1698,2004-06-05,INT40,0,0
1698,2004-06-30,RES,0,0
1698,2004-08-05,INT70,0,0
1698,2004-09-15,INT90,0,0
1698,2004-10-05,PMT,-505.1142922,505.1142922
1699,2004-02-06,RPT,3466.348568,0
1699,2004-06-30,RES,0,0
1699,2004-12-31,INT40,0,0
1699,2005-06-30,RES,0,0
1699,2005-09-04,INT70,0,0
1699,2006-02-16,INT90,0,0
1699,2006-05-09,PMT,-3466.348568,3466.348568
1700,2004-05-01,RPT,20988.15275,0
1700,2004-06-30,RES,0,0
1700,2005-04-17,PMT,-5480.692738,5480.692738
1700,2005-06-30,RES,0,0
1700,2006-06-30,RES,0,0
1700,2007-06-30,RES,0,0
1700,2007-07-31,INT40,0,0
1700,2007-10-29,PMT,-2204.357774,2204.357774
1700,2008-06-30,RES,0,0
1700,2008-09-28,PMT,-3277.404835,3277.404835
1700,2009-06-30,RES,0,0
1700,2010-01-06,INT70,0,0
1700,2010-06-30,RES,0,0
1700,2010-09-26,PMT,-2162.453,2162.453
1700,2011-06-30,RES,0,0
1700,2011-08-22,INT90,0,0
1700,2011-11-14,PMT,-6320.150104,6320.150104
1700,2012-04-26,PMT,-1465.775019,1465.775019
1700,2012-06-13,PMT,-77.3192759,77.3192759
1701,2004-03-08,RPT,3281.080964,0
1701,2004-06-30,RES,0,0
1701,2004-10-10,INT40,0,0
1701,2005-03-22,INT70,0,0
1701,2005-06-30,RES,0,0
1701,2005-07-08,INT90,0,0
1701,2005-08-31,PMT,-3281.080964,3281.080964
1702,2004-03-07,RPT,1379.986085,0
1702,2004-04-25,PMT,-573.1388464,573.1388464
1702,2004-06-30,RES,0,0
1702,2005-02-15,INT40,0,0
1702,2005-06-30,RES,0,0
1702,2005-11-01,INT70,0,0
1702,2006-04-23,INT90,0,0
1702,2006-06-30,RES,0,0
1702,2006-07-17,PMT,-806.8472383,806.8472383
1703,2003-12-11,RPT,1998.146633,0
1703,2004-06-30,RES,0,0
1703,2004-08-26,PMT,-402.4901327,402.4901327
1703,2005-02-28,INT40,0,0
1703,2005-06-30,RES,0,0
1703,2006-01-28,INT70,0,0
1703,2006-06-30,RES,0,0
1703,2006-09-08,INT90,0,0
1703,2006-12-27,PMT,-1595.6565,1595.6565
1704,2004-04-02,RPT,1194.865735,0
1704,2004-06-30,RES,0,0
1704,2004-07-03,INT40,0,0
1704,2004-09-09,INT70,0,0
1704,2004-10-25,INT90,0,0
1704,2004-11-16,PMT,-1194.865735,1194.865735
1705,2004-02-21,RPT,3802.105128,0
1705,2004-06-30,RES,0,0
1705,2004-07-31,INT40,0,0
1705,2004-11-28,INT70,0,0
1705,2005-02-16,INT90,0,0
1705,2005-03-28,PMT,-3802.105128,3802.105128
1706,2004-05-07,RPT,20635.90849,0
1706,2004-06-30,RES,0,0
1706,2005-06-30,RES,0,0
1706,2005-10-27,PMT,-12324.52647,12324.52647
1706,2006-04-09,INT40,0,0
1706,2006-06-30,RES,0,0
1706,2007-01-05,PMT,-5708.808871,5708.808871
1706,2007-06-30,RES,0,0
1706,2007-09-17,INT70,0,0
1706,2008-03-12,PMT,-1616.045298,1616.045298
1706,2008-06-30,RES,0,0
1706,2008-09-02,INT90,0,0
1706,2009-02-24,PMT,-986.527859,986.527859
1707,2004-11-27,RPT,12915.26578,0
1707,2005-01-22,PMT,-4411.28634,4411.28634
1707,2005-06-30,RES,0,0
1707,2006-06-30,RES,0,0
1707,2007-06-30,RES,0,0
1707,2008-06-30,RES,0,0
1707,2008-10-15,PMT,-975.9936629,975.9936629
1707,2009-06-30,RES,0,0
1707,2010-06-30,RES,0,0
1707,2010-12-10,PMT,-1518.944849,1518.944849
1707,2011-06-30,RES,0,0
1707,2012-04-12,INT40,0,0
1707,2012-06-30,RES,0,0
1707,2013-06-30,RES,0,0
1707,2014-06-30,RES,0,0
1707,2015-06-30,RES,0,0
1707,2016-06-30,RES,0,0
1707,2017-06-30,RES,0,0
1707,2017-10-22,INT70,0,0
1707,2018-06-30,RES,0,0
1707,2019-06-30,RES,0,0
1707,2019-12-17,PMT,-1558.573335,1558.573335
1707,2020-02-09,PMT,-2819.717938,2819.717938
1707,2020-06-30,RES,0,0
1707,2021-06-30,INT90,0,0
1707,2022-06-30,RES,0,0
1707,2023-05-03,PMT,-1630.749657,1630.749657
1708,2003-12-12,RPT,2769.883036,0
1708,2004-06-30,RES,0,0
1708,2004-12-19,INT40,0,0
1708,2005-06-30,RES,0,0
1708,2005-09-25,INT70,0,0
1708,2006-03-31,INT90,0,0
1708,2006-05-08,PMT,-1124.367561,1124.367561
1708,2006-06-30,RES,0,0
1708,2006-07-02,PMT,-1645.515475,1645.515475
1709,2004-03-15,RPT,1318.99307,0
1709,2004-03-16,INT40,0,0
1709,2004-03-17,INT70,0,0
1709,2004-03-18,PMT,-1318.99307,1318.99307
1710,2006-01-26,RPT,8251.399448,0
1710,2006-06-30,RES,0,0
1710,2007-06-30,RES,0,0
1710,2008-06-30,RES,0,0
1710,2008-11-28,INT40,0,0
1710,2009-01-30,PMT,-3762.830155,3762.830155
1710,2009-06-30,RES,0,0
1710,2009-07-05,PMT,-1390.913855,1390.913855
1710,2009-11-28,PMT,-424.2292779,424.2292779
1710,2010-06-30,RES,0,0
1710,2011-01-14,INT70,0,0
1710,2011-06-30,RES,0,0
1710,2012-06-15,INT90,0,0
1710,2012-06-30,RES,0,0
1710,2013-03-01,PMT,-2673.42616,2673.42616
1711,2004-01-10,RPT,3505.531051,0
1711,2004-06-30,RES,0,0
1711,2005-04-22,INT40,0,0
1711,2005-06-30,RES,0,0
1711,2006-04-08,INT70,0,0
1711,2006-06-30,RES,0,0
1711,2006-11-28,INT90,0,0
1711,2006-12-03,PMT,-2495.785978,2495.785978
1711,2007-03-24,PMT,-1009.745073,1009.745073
1712,2004-03-29,RPT,1986.847922,0
1712,2004-06-30,RES,0,0
1712,2005-02-14,INT40,0,0
1712,2005-06-30,RES,0,0
1712,2005-10-13,INT70,0,0
1712,2006-03-23,INT90,0,0
1712,2006-06-11,PMT,-1986.847922,1986.847922
1713,2003-12-21,RPT,11278.01429,0
1713,2004-06-30,RES,0,0
1713,2004-10-29,PMT,-2758.058646,2758.058646
1713,2005-06-30,RES,0,0
1713,2005-10-20,INT40,0,0
1713,2006-06-30,RES,0,0
1713,2006-10-28,PMT,-3863.032523,3863.032523
1713,2007-03-06,INT70,0,0
1713,2007-06-30,RES,0,0
1713,2008-02-04,INT90,0,0
1713,2008-06-30,RES,0,0
1713,2008-07-20,PMT,-4656.923121,4656.923121
1714,2003-12-20,RPT,5940.469332,0
1714,2004-03-14,PMT,-4759.084491,4759.084491
1714,2004-05-02,INT40,0,0
1714,2004-06-30,RES,0,0
1714,2004-08-10,INT70,0,0
1714,2004-10-16,INT90,0,0
1714,2004-11-18,PMT,-1181.384842,1181.384842
1715,2004-07-03,RPT,3554.881103,0
1715,2005-06-30,RES,0,0
1715,2006-03-31,INT40,0,0
1715,2006-06-30,RES,0,0
1715,2007-06-30,RES,0,0
1715,2007-07-20,INT70,0,0
1715,2008-06-02,INT90,0,0
1715,2008-06-30,RES,0,0
1715,2008-11-07,PMT,-3554.881103,3554.881103
1716,2004-02-10,RPT,18762.97398,0
1716,2004-06-30,RES,0,0
1716,2005-01-19,PMT,-4661.353684,4661.353684
1716,2005-06-12,PMT,-8589.681923,8589.681923
1716,2005-06-30,RES,0,0
1716,2005-10-04,INT70,0,0
1716,2006-03-25,INT90,0,0
1716,2006-06-18,PMT,-5511.938369,5511.938369
1717,2004-02-27,RPT,4070.003761,0
1717,2004-06-30,RES,0,0
1717,2005-03-27,INT40,0,0
1717,2005-06-30,RES,0,0
1717,2006-01-16,INT70,0,0
1717,2006-06-30,RES,0,0
1717,2006-08-01,INT90,0,0
1717,2006-11-07,PMT,-4070.003761,4070.003761
1718,2004-01-29,RPT,2972.123535,0
1718,2004-02-29,INT40,0,0
1718,2004-03-23,INT70,0,0
1718,2004-04-08,INT90,0,0
1718,2004-04-15,PMT,-2972.123535,2972.123535
1719,2004-03-05,RPT,3068.803001,0
1719,2004-06-30,RES,0,0
1719,2005-06-30,RES,0,0
1719,2006-06-30,RES,0,0
1719,2007-06-30,RES,0,0
1719,2008-06-30,RES,0,0
1719,2009-06-30,RES,0,0
1719,2010-06-30,RES,0,0
1719,2010-08-12,INT40,0,0
1719,2011-06-30,RES,0,0
1719,2012-06-30,RES,0,0
1719,2013-06-30,RES,0,0
1719,2014-06-30,RES,0,0
1719,2015-06-10,INT70,0,0
1719,2015-06-30,RES,0,0
1719,2016-06-30,RES,0,0
1719,2017-02-22,PMT,-2416.014732,2416.014732
1719,2017-06-30,RES,0,0
1719,2018-06-30,RES,0,0
1719,2018-08-29,INT90,0,0
1719,2019-06-30,RES,0,0
1719,2020-04-07,PMT,-652.7882691,652.7882691
1720,2004-01-27,RPT,5551.584621,0
1720,2004-06-30,RES,0,0
1720,2005-02-06,INT40,0,0
1720,2005-06-30,RES,0,0
1720,2005-11-14,INT70,0,0
1720,2006-05-21,INT90,0,0
1720,2006-06-30,RES,0,0
1720,2006-08-17,PMT,-3495.322702,3495.322702
1720,2006-08-23,PMT,-2056.26192,2056.26192
1721,2004-02-12,RPT,249.5009214,0
1721,2004-06-06,INT40,0,0
1721,2004-06-30,RES,0,0
1721,2004-09-01,INT70,0,0
1721,2004-10-28,INT90,0,0
1721,2004-11-26,PMT,-249.5009214,249.5009214
1722,2004-06-07,RPT,15346.67254,0
1722,2004-06-30,RES,0,0
1722,2004-11-26,INT40,0,0
1722,2005-03-18,PMT,-7964.917009,7964.917009
1722,2005-04-03,INT70,0,0
1722,2005-06-28,INT90,0,0
1722,2005-06-30,RES,0,0
1722,2005-08-10,PMT,-7381.755533,7381.755533
1723,2003-12-21,RPT,478.1740396,0
1723,2004-06-30,RES,0,0
1723,2004-12-27,INT40,0,0
1723,2005-06-30,RES,0,0
1723,2005-10-02,INT70,0,0
1723,2006-04-06,INT90,0,0
1723,2006-06-30,RES,0,0
1723,2006-07-08,PMT,-478.1740396,478.1740396
1724,2004-02-16,RPT,17066.5333,0
1724,2004-06-30,RES,0,0
1724,2004-08-25,PMT,-1094.428994,1094.428994
1724,2004-10-22,PMT,-4412.394567,4412.394567
1724,2005-06-30,RES,0,0
1724,2006-06-15,INT40,0,0
1724,2006-06-30,RES,0,0
1724,2007-06-30,RES,0,0
1724,2008-03-13,INT70,0,0
1724,2008-06-30,RES,0,0
1724,2008-12-17,PMT,-10705.56249,10705.56249
1724,2009-05-12,INT90,0,0
1724,2009-06-30,RES,0,0
1724,2009-12-09,PMT,-854.1472477,854.1472477
1725,2004-04-20,RPT,2597.071349,0
1725,2004-06-30,RES,0,0
1725,2004-09-14,INT40,0,0
1725,2005-01-02,INT70,0,0
1725,2005-03-16,INT90,0,0
1725,2005-04-22,PMT,-2597.071349,2597.071349
1726,2004-03-29,RPT,2982.765444,0
1726,2004-06-30,RES,0,0
1726,2005-04-17,INT40,0,0
1726,2005-06-30,RES,0,0
1726,2006-01-30,INT70,0,0
1726,2006-06-30,RES,0,0
1726,2006-08-10,INT90,0,0
1726,2006-11-14,PMT,-2982.765444,2982.765444
1727,2004-06-13,RPT,4883.558148,0
1727,2004-06-30,RES,0,0
1727,2004-08-19,INT40,0,0
1727,2004-10-03,PMT,-2958.453129,2958.453129
1727,2004-10-08,INT70,0,0
1727,2004-11-10,INT90,0,0
1727,2004-11-26,PMT,-1925.105019,1925.105019
1728,2004-05-05,RPT,9462.684375,0
1728,2004-06-30,RES,0,0
1728,2004-12-21,INT40,0,0
1728,2005-06-12,INT70,0,0
1728,2005-06-30,RES,0,0
1728,2005-10-05,INT90,0,0
1728,2005-12-01,PMT,-9462.684375,9462.684375
1729,2004-06-19,RPT,8460.659193,0
1729,2004-06-30,RES,0,0
1729,2005-05-23,PMT,-495.0126668,495.0126668
1729,2005-06-30,RES,0,0
1729,2005-07-16,INT40,0,0
1729,2005-12-30,PMT,-2977.788661,2977.788661
1729,2006-05-06,INT70,0,0
1729,2006-06-30,RES,0,0
1729,2006-09-05,PMT,-4424.166541,4424.166541
1729,2006-11-18,INT90,0,0
1729,2007-02-23,PMT,-563.6913237,563.6913237
1730,2004-05-22,RPT,5063.667733,0
1730,2004-06-30,RES,0,0
1730,2005-04-03,INT40,0,0
1730,2005-06-30,RES,0,0
1730,2005-11-25,INT70,0,0
1730,2006-05-02,INT90,0,0
1730,2006-06-30,RES,0,0
1730,2006-07-19,PMT,-5063.667733,5063.667733
1731,2004-06-28,RPT,2103.481816,0
1731,2004-06-30,RES,0,0
1731,2005-06-30,RES,0,0
1731,2005-12-02,INT40,0,0
1731,2006-06-30,RES,0,0
1731,2006-12-28,INT70,0,0
1731,2007-06-30,RES,0,0
1731,2007-09-15,INT90,0,0
1731,2008-01-23,PMT,-2103.481816,2103.481816
1732,2004-01-04,RPT,10382.61299,0
1732,2004-06-30,RES,0,0
1732,2005-02-04,INT40,0,0
1732,2005-06-30,RES,0,0
1732,2005-11-29,INT70,0,0
1732,2006-06-16,INT90,0,0
1732,2006-06-30,RES,0,0
1732,2006-09-20,PMT,-7971.881076,7971.881076
1732,2006-09-23,PMT,-2410.731918,2410.731918
1733,2004-02-19,RPT,14610.31622,0
1733,2004-05-19,PMT,-3658.813195,3658.813195
1733,2004-06-30,RES,0,0
1733,2004-11-29,INT40,0,0
1733,2005-02-08,PMT,-5402.676131,5402.676131
1733,2005-06-30,INT70,0,0
1733,2005-11-19,INT90,0,0
1733,2006-01-28,PMT,-5548.826898,5548.826898
1734,2004-01-23,RPT,5177.508389,0
1734,2004-06-30,RES,0,0
1734,2004-07-23,INT40,0,0
1734,2004-12-06,INT70,0,0
1734,2004-12-31,PMT,-100.9122484,100.9122484
1734,2005-03-07,INT90,0,0
1734,2005-04-21,PMT,-5076.596141,5076.596141
1735,2004-08-07,RPT,2974.91315,0
1735,2005-06-30,RES,0,0
1735,2005-10-20,INT40,0,0
1735,2006-06-30,RES,0,0
1735,2006-09-14,INT70,0,0
1735,2007-04-21,INT90,0,0
1735,2007-06-30,RES,0,0
1735,2007-07-17,PMT,-2513.68962,2513.68962
1735,2007-08-08,PMT,-461.2235299,461.2235299
1736,2004-02-09,RPT,9141.4692,0
1736,2004-06-30,RES,0,0
1736,2005-04-21,PMT,-4111.181649,4111.181649
1736,2005-06-30,RES,0,0
1736,2006-02-01,INT40,0,0
1736,2006-06-30,RES,0,0
1736,2007-06-30,RES,0,0
1736,2007-07-29,INT70,0,0
1736,2008-06-30,RES,0,0
1736,2008-07-25,INT90,0,0
1736,2009-01-21,PMT,-5030.287551,5030.287551
1737,2004-04-23,RPT,1653.901317,0
1737,2004-06-30,RES,0,0
1737,2005-06-30,RES,0,0
1737,2005-12-23,INT40,0,0
1737,2006-06-30,RES,0,0
1737,2007-03-25,INT70,0,0
1737,2007-06-30,RES,0,0
1737,2008-01-24,INT90,0,0
1737,2008-06-24,PMT,-1653.901317,1653.901317
1738,2004-03-14,RPT,8977.479238,0
1738,2004-04-13,PMT,-903.852869,903.852869
1738,2004-06-30,RES,0,0
1738,2004-10-21,INT40,0,0
1738,2005-04-04,INT70,0,0
1738,2005-06-30,RES,0,0
1738,2005-07-24,INT90,0,0
1738,2005-09-16,PMT,-8073.626369,8073.626369
1739,2004-12-06,RPT,36770.16704,0
1739,2005-04-21,PMT,-7565.25005,7565.25005
1739,2005-05-14,PMT,-7947.209313,7947.209313
1739,2005-06-30,RES,0,0
1739,2006-06-30,RES,0,0
1739,2007-06-30,RES,0,0
1739,2008-06-30,RES,0,0
1739,2009-06-30,RES,0,0
1739,2009-09-26,PMT,-799.823324,799.823324
1739,2009-12-22,INT40,0,0
1739,2010-06-30,RES,0,0
1739,2011-06-30,RES,0,0
1739,2012-06-30,RES,0,0
1739,2012-08-09,PMT,-15767.93625,15767.93625
1739,2013-06-30,RES,0,0
1739,2013-10-03,INT70,0,0
1739,2013-10-13,PMT,-972.1979855,972.1979855
1739,2014-06-30,RES,0,0
1739,2015-06-30,RES,0,0
1739,2016-04-11,INT90,0,0
1739,2016-06-30,RES,0,0
1739,2016-08-26,PMT,-750.5034782,750.5034782
1739,2017-06-30,RES,0,0
1739,2017-07-15,PMT,-2967.246643,2967.246643
1740,2004-03-04,RPT,9083.093502,0
1740,2004-03-30,PMT,-338.41189,338.41189
1740,2004-06-30,RES,0,0
1740,2004-11-19,PMT,-847.5746279,847.5746279
1740,2005-06-30,RES,0,0
1740,2006-06-30,RES,0,0
1740,2007-03-12,INT40,0,0
1740,2007-06-30,RES,0,0
1740,2008-06-30,RES,0,0
1740,2009-06-17,INT70,0,0
1740,2009-06-30,RES,0,0
1740,2010-06-30,RES,0,0
1740,2010-12-21,INT90,0,0
1740,2011-06-30,RES,0,0
1740,2011-09-17,PMT,-5828.750846,5828.750846
1740,2011-09-22,PMT,-2068.356137,2068.356137
1741,2004-05-13,RPT,5707.354549,0
1741,2004-05-16,INT40,0,0
1741,2004-05-19,INT70,0,0
1741,2004-05-20,PMT,-5707.354549,5707.354549
1742,2004-01-06,RPT,7434.925253,0
1742,2004-06-30,RES,0,0
1742,2004-08-15,PMT,-1304.739175,1304.739175
1742,2004-09-22,INT40,0,0
1742,2005-04-05,INT70,0,0
1742,2005-06-19,PMT,-2823.090377,2823.090377
1742,2005-06-30,RES,0,0
1742,2005-08-13,INT90,0,0
1742,2005-10-16,PMT,-3307.0957,3307.0957
1743,2004-05-07,RPT,10843.6955,0
1743,2004-06-30,RES,0,0
1743,2005-03-01,PMT,-7306.953227,7306.953227
1743,2005-06-30,RES,0,0
1743,2006-06-30,RES,0,0
1743,2006-10-02,INT40,0,0
1743,2007-06-30,RES,0,0
1743,2008-06-30,RES,0,0
1743,2008-07-22,INT70,0,0
1743,2009-06-30,RES,0,0
1743,2009-10-04,INT90,0,0
1743,2010-01-17,PMT,-2329.730254,2329.730254
1743,2010-05-11,PMT,-1207.012022,1207.012022
1744,2004-02-13,RPT,10515.20534,0
1744,2004-06-30,RES,0,0
1744,2005-04-18,INT40,0,0
1744,2005-06-30,RES,0,0
1744,2005-11-15,PMT,-7500.196923,7500.196923
1744,2006-03-06,INT70,0,0
1744,2006-06-30,RES,0,0
1744,2006-10-07,INT90,0,0
1744,2007-01-22,PMT,-3015.008415,3015.008415
1745,2004-03-13,RPT,4860.027228,0
1745,2004-06-30,RES,0,0
1745,2005-04-16,INT40,0,0
1745,2005-06-30,RES,0,0
1745,2006-02-10,INT70,0,0
1745,2006-06-30,RES,0,0
1745,2006-08-29,INT90,0,0
1745,2006-12-06,PMT,-4860.027228,4860.027228
1746,2004-03-31,RPT,2284.09762,0
1746,2004-06-30,RES,0,0
1746,2004-09-26,INT40,0,0
1746,2005-02-08,INT70,0,0
1746,2005-05-09,INT90,0,0
1746,2005-06-22,PMT,-2284.09762,2284.09762
